time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.00,0.07,-0.20,0.96,-2.02,-3.08,4.20
0.01,0.09,-0.21,0.97,-0.41,-1.85,2.90
0.02,0.07,-0.21,0.97,0.95,-2.34,1.77
0.03,0.06,-0.22,0.96,1.42,-3.28,1.36
0.04,0.05,-0.21,0.94,1.40,-4.34,1.62
0.05,0.05,-0.20,0.92,0.60,-4.11,1.89
0.06,0.06,-0.21,0.92,-0.38,-2.58,3.02
0.07,0.07,-0.21,0.91,-1.16,-1.83,3.62
0.08,0.07,-0.20,0.91,-1.25,-1.60,3.86
0.09,0.05,-0.20,0.91,-2.81,-3.28,3.56
0.10,0.04,-0.19,0.91,-5.34,-6.63,3.48
0.11,0.01,-0.19,0.93,-9.24,-11.22,2.84
0.12,-0.03,-0.20,0.96,-11.98,-19.50,3.63
0.13,-0.04,-0.21,0.98,-13.59,-25.42,5.36
0.14,-0.02,-0.23,1.00,-12.78,-27.74,7.73
0.15,0.02,-0.23,1.01,-10.11,-25.19,11.13
0.16,0.05,-0.25,1.00,-7.18,-18.96,13.18
0.17,0.07,-0.26,0.98,-4.90,-11.98,15.28
0.18,0.07,-0.26,0.96,-2.90,-5.71,15.82
0.19,0.08,-0.26,0.93,-2.64,-3.88,13.59
0.20,0.07,-0.26,0.91,-3.94,-5.40,10.37
0.21,0.05,-0.27,0.91,-5.97,-12.12,7.69
0.22,-0.00,-0.26,0.91,-8.35,-18.70,8.72
0.23,0.02,-0.26,0.89,-10.26,-22.20,10.29
0.24,0.02,-0.25,0.87,-16.00,-26.43,9.85
0.25,-0.01,-0.25,0.88,-20.06,-31.77,10.34
0.26,-0.02,-0.25,0.90,-20.24,-33.80,13.47
0.27,0.00,-0.27,0.93,-19.66,-31.47,19.11
0.28,0.05,-0.28,0.93,-17.16,-24.85,24.32
0.29,0.07,-0.28,0.94,-13.85,-15.02,27.94
0.30,0.09,-0.30,0.93,-10.90,-6.52,29.59
0.31,0.09,-0.31,0.91,-9.04,-3.24,29.15
0.32,0.08,-0.32,0.90,-9.79,-3.97,27.60
0.33,0.06,-0.35,0.90,-11.82,-9.19,25.37
0.34,0.04,-0.35,0.92,-13.45,-17.77,23.01
0.35,0.04,-0.35,0.93,-12.79,-27.65,20.35
0.36,0.07,-0.34,0.95,-11.88,-33.08,17.63
0.37,0.11,-0.34,0.95,-9.13,-31.98,16.75
0.38,0.11,-0.36,0.97,-2.90,-24.89,19.59
0.39,0.11,-0.37,0.98,7.59,-12.61,27.13
0.40,0.10,-0.35,0.94,13.07,-2.96,35.18
0.41,0.10,-0.32,0.90,11.89,0.15,38.99
0.42,0.11,-0.30,0.86,6.73,-0.66,39.74
0.43,0.11,-0.32,0.85,1.21,-6.64,38.52
0.44,0.13,-0.34,0.86,-2.34,-11.19,38.37
0.45,0.15,-0.35,0.88,-4.98,-15.48,37.31
0.46,0.16,-0.36,0.90,-4.02,-16.21,35.59
0.47,0.15,-0.35,0.91,-3.28,-18.99,35.01
0.48,0.17,-0.36,0.92,-1.53,-18.55,35.37
0.49,0.18,-0.36,0.92,0.96,-17.08,35.25
0.50,0.17,-0.39,0.94,4.73,-15.59,36.98
0.51,0.17,-0.38,0.92,6.72,-14.27,38.50
0.52,0.18,-0.38,0.88,5.80,-11.57,39.51
0.53,0.20,-0.38,0.88,5.88,-11.63,39.19
0.54,0.21,-0.36,0.86,4.58,-11.47,38.32
0.55,0.20,-0.38,0.84,3.01,-11.56,37.10
0.56,0.21,-0.38,0.84,1.40,-12.49,37.63
0.57,0.21,-0.38,0.84,1.10,-11.89,39.60
0.58,0.22,-0.39,0.85,1.63,-10.44,39.53
0.59,0.23,-0.43,0.87,4.40,-10.92,39.44
0.60,0.25,-0.43,0.91,5.25,-9.21,39.02
0.61,0.27,-0.42,0.91,7.51,-5.77,35.27
0.62,0.25,-0.42,0.92,8.90,-5.31,29.92
0.63,0.22,-0.41,0.93,10.70,-6.93,25.54
0.64,0.19,-0.40,0.93,12.00,-7.89,24.44
0.65,0.17,-0.38,0.93,12.76,-8.15,25.10
0.66,0.17,-0.35,0.89,12.79,-6.98,26.05
0.67,0.18,-0.35,0.85,11.57,-4.63,27.85
0.68,0.18,-0.35,0.85,9.08,-1.30,31.45
0.69,0.18,-0.35,0.85,6.96,-1.45,34.26
0.70,0.20,-0.36,0.84,3.98,-1.10,34.63
0.71,0.20,-0.39,0.84,0.47,-6.20,33.59
0.72,0.21,-0.40,0.87,-2.58,-10.05,32.05
0.73,0.20,-0.44,0.91,-3.19,-15.22,29.50
0.74,0.20,-0.46,0.94,0.08,-21.50,25.31
0.75,0.25,-0.45,0.96,3.10,-21.11,22.24
0.76,0.29,-0.42,0.97,6.05,-16.41,21.18
0.77,0.30,-0.40,0.94,10.18,-6.58,20.34
0.78,0.29,-0.41,0.91,13.30,1.45,21.88
0.79,0.27,-0.43,0.89,16.37,11.86,27.33
