time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.00,-0.01,-0.05,0.86,-1.88,1.77,1.10
0.01,-0.01,-0.04,0.86,-1.37,0.99,0.32
0.02,-0.01,-0.04,0.85,-1.28,-0.05,-0.52
0.03,-0.01,-0.02,0.85,-1.63,-1.92,-0.32
0.04,0.02,-0.03,0.85,-2.90,-1.08,-0.32
0.05,0.01,-0.04,0.85,-2.99,-0.11,-1.30
0.06,0.01,-0.03,0.85,-3.11,0.85,-1.66
0.07,-0.00,-0.04,0.86,-3.02,1.33,-2.18
0.08,0.01,-0.05,0.87,-1.66,1.62,-1.97
0.09,0.01,-0.05,0.87,-2.15,1.94,-2.38
0.10,0.00,-0.06,0.88,-2.15,2.81,-1.94
0.11,0.00,-0.05,0.86,-1.25,2.18,-1.62
0.12,0.00,-0.04,0.86,-2.63,0.96,-1.47
0.13,0.01,-0.04,0.86,-3.88,0.49,-2.14
0.14,0.02,-0.05,0.86,-4.23,-0.18,-2.46
0.15,0.02,-0.05,0.87,-4.18,0.82,-2.78
0.16,0.03,-0.05,0.87,-3.60,1.88,-3.44
0.17,0.03,-0.04,0.87,-3.69,3.34,-3.53
0.18,0.03,-0.05,0.87,-4.81,2.43,-3.28
0.19,0.03,-0.07,0.88,-4.67,1.01,-2.90
0.20,0.07,-0.06,0.89,-4.85,1.13,-2.75
0.21,0.09,-0.07,0.90,-4.43,-0.15,-3.88
0.22,0.10,-0.07,0.93,-3.95,-0.84,-4.64
0.23,0.13,-0.07,0.93,-2.55,0.06,-5.59
0.24,0.15,-0.06,0.94,-2.18,0.70,-6.11
0.25,0.17,-0.06,0.95,-1.53,1.83,-8.00
0.26,0.19,-0.06,0.96,-1.36,1.40,-9.68
0.27,0.21,-0.06,0.96,-1.77,1.05,-12.27
0.28,0.24,-0.06,0.98,-1.48,1.95,-14.31
0.29,0.25,-0.05,0.99,-0.96,3.27,-17.15
0.30,0.25,-0.05,1.00,-0.99,5.36,-20.03
0.31,0.25,-0.06,1.02,-0.67,4.66,-24.64
0.32,0.24,-0.07,1.02,1.42,3.60,-29.11
0.33,0.23,-0.07,1.03,2.93,3.71,-33.40
0.34,0.20,-0.06,1.02,4.26,4.98,-36.73
0.35,0.17,-0.07,1.02,3.92,6.35,-38.18
0.36,0.16,-0.07,1.03,3.50,7.51,-38.17
