time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.00,0.37,-0.23,0.86,-1.22,3.82,1.13
0.01,0.38,-0.23,0.86,-1.42,1.98,0.53
0.02,0.39,-0.23,0.86,-1.40,1.57,-0.40
0.03,0.39,-0.23,0.86,-1.53,1.40,-1.82
0.04,0.39,-0.24,0.88,-1.42,1.65,-2.81
0.05,0.37,-0.24,0.88,-1.25,1.63,-2.32
0.06,0.37,-0.23,0.88,-0.43,1.18,-1.57
0.07,0.37,-0.24,0.88,1.27,0.60,-1.40
0.08,0.36,-0.23,0.87,1.82,-1.02,-1.47
0.09,0.38,-0.22,0.86,1.31,-0.44,-0.11
0.10,0.39,-0.22,0.86,-0.08,3.28,0.96
0.11,0.38,-0.22,0.86,-1.27,5.40,1.02
0.12,0.37,-0.22,0.86,-2.06,4.82,1.15
0.13,0.37,-0.24,0.88,-1.63,3.60,0.55
0.14,0.36,-0.24,0.87,-0.43,1.10,0.00
0.15,0.37,-0.24,0.86,-0.32,-1.60,-1.11
0.16,0.38,-0.23,0.86,0.85,-2.58,-1.60
0.17,0.38,-0.23,0.85,2.55,-2.58,-1.54
0.18,0.39,-0.23,0.85,2.49,-2.14,-0.63
0.19,0.41,-0.23,0.83,1.04,2.02,0.21
0.20,0.43,-0.23,0.82,-1.27,7.08,-0.90
0.21,0.41,-0.23,0.84,-2.95,8.00,-1.31
0.22,0.38,-0.23,0.84,-3.31,5.89,-1.71
0.23,0.37,-0.23,0.84,-3.89,3.39,-1.91
0.24,0.36,-0.22,0.84,-5.11,0.17,-2.02
0.25,0.36,-0.23,0.84,-5.44,-1.77,-1.71
0.26,0.36,-0.25,0.88,-3.31,-2.17,-1.36
0.27,0.36,-0.24,0.89,-0.82,-1.98,-0.79
0.28,0.36,-0.24,0.87,0.35,-2.76,0.37
0.29,0.38,-0.24,0.87,0.27,-0.52,1.27
0.30,0.40,-0.24,0.87,-0.05,2.47,1.85
0.31,0.40,-0.23,0.88,-0.84,3.51,1.37
0.32,0.39,-0.24,0.88,-1.88,2.87,0.58
0.33,0.38,-0.24,0.88,-2.46,-0.18,-0.15
0.34,0.39,-0.24,0.89,-2.61,-1.68,0.15
0.35,0.41,-0.25,0.89,-3.37,-1.91,-0.53
0.36,0.40,-0.25,0.90,-2.61,-1.30,-0.79
0.37,0.40,-0.25,0.91,-1.66,-0.12,-1.25
0.38,0.41,-0.26,0.92,0.53,1.07,-1.54
0.39,0.42,-0.26,0.92,1.02,1.77,-2.34
0.40,0.41,-0.25,0.92,1.98,2.26,-3.69
0.41,0.39,-0.26,0.92,2.06,1.86,-4.03
0.42,0.38,-0.24,0.92,2.37,0.66,-3.68
0.43,0.37,-0.24,0.91,2.15,-1.24,-2.87
0.44,0.36,-0.23,0.90,1.73,-2.75,-1.82
0.45,0.38,-0.24,0.90,1.44,-2.38,-1.08
0.46,0.39,-0.25,0.89,2.37,-0.03,-0.34
0.47,0.41,-0.24,0.89,3.44,3.37,0.11
0.48,0.42,-0.24,0.88,4.14,6.66,0.81
0.49,0.42,-0.25,0.89,4.55,10.46,-0.47
0.50,0.40,-0.26,0.90,5.73,10.85,-2.24
0.51,0.39,-0.26,0.91,7.04,8.55,-4.03
0.52,0.36,-0.24,0.88,6.41,4.46,-4.84
0.53,0.35,-0.23,0.87,4.08,0.21,-5.13
0.54,0.34,-0.23,0.87,3.08,-3.33,-5.08
0.55,0.34,-0.23,0.87,2.35,-5.39,-3.13
0.56,0.35,-0.23,0.87,2.02,-6.64,-1.62
0.57,0.37,-0.23,0.86,1.28,-8.32,-0.67
0.58,0.40,-0.25,0.86,1.80,-5.77,-0.09
0.59,0.43,-0.25,0.87,2.90,0.90,0.55
0.60,0.42,-0.24,0.86,3.79,5.19,-0.09
0.61,0.41,-0.24,0.86,3.59,5.63,-1.39
0.62,0.40,-0.24,0.86,2.81,4.82,-2.23
0.63,0.39,-0.24,0.86,1.76,3.02,-2.40
0.64,0.39,-0.23,0.87,0.31,1.71,-2.08
0.65,0.39,-0.24,0.87,-0.35,1.56,-2.47
0.66,0.37,-0.23,0.88,-0.96,0.56,-2.31
0.67,0.36,-0.24,0.89,-0.96,0.11,-0.89
0.68,0.38,-0.25,0.88,-0.23,1.40,0.14
0.69,0.38,-0.24,0.87,0.08,2.34,0.49
0.70,0.39,-0.24,0.89,-0.78,3.19,0.31
0.71,0.39,-0.25,0.88,-0.81,3.60,0.58
0.72,0.38,-0.24,0.88,-0.46,2.98,0.72
0.73,0.37,-0.24,0.89,-0.38,1.82,1.63
0.74,0.37,-0.24,0.89,-1.01,0.82,2.12
0.75,0.37,-0.24,0.89,-2.75,-0.53,2.75
0.76,0.38,-0.23,0.89,-4.61,-1.76,3.04
0.77,0.40,-0.24,0.90,-5.31,-2.14,1.04
0.78,0.40,-0.25,0.90,-4.50,-3.01,-0.82
0.79,0.41,-0.25,0.92,-2.38,-2.32,-2.40
0.80,0.40,-0.26,0.93,-0.35,-1.24,-3.25
0.81,0.38,-0.25,0.92,0.31,-2.06,-2.93
0.82,0.37,-0.25,0.91,0.61,-2.53,-1.85
0.83,0.37,-0.24,0.90,0.93,-2.26,-0.70
0.84,0.37,-0.24,0.89,0.00,-2.41,0.82
0.85,0.37,-0.23,0.88,-1.95,-3.05,2.18
0.86,0.38,-0.24,0.88,-3.40,-2.84,3.21
0.87,0.38,-0.24,0.86,-5.73,-3.54,3.97
0.88,0.39,-0.24,0.87,-6.64,-4.67,4.08
0.89,0.42,-0.27,0.87,-6.43,-4.76,2.63
0.90,0.42,-0.27,0.88,-3.19,-2.79,-0.58
0.91,0.41,-0.28,0.90,-2.05,-3.24,-3.25
0.92,0.38,-0.27,0.88,-0.05,-2.92,-2.85
0.93,0.38,-0.27,0.87,0.76,-1.60,-1.71
0.94,0.38,-0.28,0.87,1.79,0.93,0.93
0.95,0.38,-0.27,0.86,1.22,6.32,3.28
0.96,0.36,-0.26,0.85,-1.45,8.00,4.70
0.97,0.34,-0.24,0.84,-4.98,6.69,7.65
0.98,0.35,-0.24,0.84,-6.79,6.67,9.54
0.99,0.35,-0.24,0.85,-6.35,0.90,9.98
1.00,0.38,-0.27,0.87,-3.50,-3.92,8.41
1.01,0.42,-0.28,0.87,-2.37,-2.67,5.82
1.02,0.44,-0.29,0.87,-2.49,-1.85,0.79
1.03,0.43,-0.28,0.88,-0.29,-1.50,-3.04
1.04,0.43,-0.28,0.87,1.13,0.78,-3.89
1.05,0.42,-0.26,0.87,1.36,3.28,-3.80
1.06,0.38,-0.25,0.86,0.31,3.51,-3.13
1.07,0.37,-0.25,0.86,-1.86,4.47,-1.15
1.08,0.36,-0.24,0.85,-4.46,3.74,1.57
1.09,0.36,-0.24,0.83,-5.44,2.92,3.80
1.10,0.35,-0.24,0.85,-7.11,1.19,4.93
1.11,0.36,-0.24,0.85,-8.11,-1.47,6.41
1.12,0.39,-0.27,0.87,-7.36,-2.55,5.94
1.13,0.42,-0.29,0.89,-4.40,-3.62,2.34
1.14,0.44,-0.31,0.89,-2.26,-4.47,-2.23
1.15,0.45,-0.31,0.90,0.44,-3.77,-6.08
1.16,0.43,-0.32,0.90,5.02,-2.81,-9.04
1.17,0.41,-0.30,0.89,7.85,-3.44,-10.21
1.18,0.39,-0.26,0.86,8.60,-3.16,-10.20
1.19,0.39,-0.25,0.84,6.03,-2.35,-8.92
1.20,0.39,-0.25,0.84,2.09,-2.23,-7.65
1.21,0.38,-0.25,0.84,-0.66,-2.82,-5.60
1.22,0.38,-0.24,0.85,-3.28,-3.05,-4.15
1.23,0.38,-0.25,0.86,-5.07,-3.54,-2.67
1.24,0.38,-0.27,0.88,-5.39,-5.95,-2.11
1.25,0.41,-0.30,0.91,-2.46,-5.11,-1.57
1.26,0.45,-0.31,0.92,1.25,-2.78,-2.43
1.27,0.45,-0.31,0.92,4.15,-0.76,-4.38
1.28,0.44,-0.30,0.90,6.69,0.43,-5.30
1.29,0.43,-0.29,0.88,6.75,1.57,-6.20
1.30,0.43,-0.28,0.87,5.71,1.86,-5.98
1.31,0.42,-0.27,0.86,3.95,1.59,-5.54
1.32,0.41,-0.27,0.87,1.65,0.06,-5.74
1.33,0.41,-0.26,0.85,-0.78,-3.13,-6.69
1.34,0.41,-0.25,0.83,-3.57,-4.81,-7.62
1.35,0.40,-0.25,0.86,-5.22,-4.76,-8.52
1.36,0.40,-0.27,0.89,-4.34,-6.55,-9.36
1.37,0.41,-0.29,0.91,-0.40,-8.20,-10.64
1.38,0.43,-0.30,0.94,3.42,-8.96,-12.35
1.39,0.44,-0.29,0.93,4.41,-8.18,-12.53
1.40,0.44,-0.29,0.93,6.58,-5.45,-10.90
1.41,0.44,-0.29,0.93,8.15,-0.18,-8.40
1.42,0.44,-0.28,0.91,9.13,3.62,-5.77
1.43,0.44,-0.27,0.90,8.40,5.16,-4.72
1.44,0.43,-0.26,0.89,5.89,4.49,-4.90
1.45,0.42,-0.25,0.88,2.82,2.75,-4.43
1.46,0.42,-0.25,0.87,-0.37,1.86,-4.27
1.47,0.41,-0.24,0.86,-6.23,0.44,-4.05
1.48,0.41,-0.24,0.87,-14.69,-0.26,-3.80
1.49,0.39,-0.25,0.89,-16.61,-3.94,-4.96
1.50,0.42,-0.29,0.93,-14.00,-8.09,-5.28
1.51,0.44,-0.32,0.96,-7.36,-8.46,-5.11
1.52,0.47,-0.34,0.99,-0.46,-2.29,-4.05
1.53,0.48,-0.34,1.00,6.06,6.03,-2.34
1.54,0.48,-0.33,1.00,12.21,12.41,-0.84
1.55,0.45,-0.32,1.00,14.87,17.85,1.34
1.56,0.42,-0.30,0.98,15.53,17.24,2.18
1.57,0.38,-0.28,0.96,12.47,10.02,2.95
1.58,0.35,-0.26,0.94,6.99,0.50,3.98
1.59,0.37,-0.23,0.90,0.37,-7.21,4.67
1.60,0.40,-0.22,0.86,-5.65,-12.96,2.79
1.61,0.41,-0.22,0.88,-11.15,-16.03,-1.19
1.62,0.42,-0.21,0.83,-13.34,-11.40,-1.42
1.63,0.42,-0.25,0.88,-15.63,-19.88,-5.16
1.64,0.41,-0.26,0.88,-9.40,-21.66,-1.79
1.65,0.43,-0.25,0.85,-5.27,-14.99,1.80
1.66,0.43,-0.25,0.84,-6.44,-7.97,5.13
1.67,0.43,-0.25,0.82,-7.40,-5.77,6.72
1.68,0.43,-0.24,0.82,-9.08,-6.73,7.77
1.69,0.44,-0.24,0.81,-14.31,-5.01,5.86
1.70,0.43,-0.24,0.79,-19.30,-6.14,2.15
1.71,0.43,-0.25,0.79,-22.63,-11.24,-1.42
1.72,0.44,-0.26,0.81,-22.09,-12.38,-5.95
1.73,0.42,-0.28,0.82,-20.38,-14.43,-9.73
1.74,0.44,-0.29,0.81,-18.37,-15.89,-11.24
1.75,0.47,-0.28,0.80,-15.27,-10.31,-11.05
1.76,0.44,-0.28,0.79,-13.08,-4.14,-10.05
1.77,0.44,-0.28,0.78,-10.98,0.35,-7.31
1.78,0.44,-0.29,0.80,-9.37,6.27,-4.79
1.79,0.43,-0.30,0.79,-7.22,6.66,-3.44
1.80,0.44,-0.29,0.79,-8.23,5.22,-3.25
1.81,0.43,-0.30,0.79,-9.48,2.06,-5.88
1.82,0.42,-0.30,0.80,-8.60,-6.17,-10.75
1.83,0.43,-0.30,0.80,-11.25,-14.40,-16.18
1.84,0.42,-0.28,0.81,-14.66,-21.07,-21.91
1.85,0.43,-0.29,0.80,-13.73,-24.73,-25.18
1.86,0.45,-0.30,0.82,-11.98,-22.61,-24.98
1.87,0.47,-0.31,0.83,-9.79,-15.51,-22.31
1.88,0.49,-0.32,0.83,-5.83,-7.04,-18.34
1.89,0.49,-0.34,0.85,-0.78,0.47,-15.27
1.90,0.48,-0.34,0.84,5.11,10.79,-9.94
1.91,0.46,-0.32,0.85,8.92,19.47,-5.62
1.92,0.44,-0.31,0.83,12.17,21.07,-1.36
1.93,0.43,-0.31,0.84,13.04,20.84,-0.87
1.94,0.44,-0.29,0.83,11.80,17.44,-1.74
1.95,0.43,-0.30,0.81,12.21,11.27,-4.79
1.96,0.45,-0.30,0.83,12.50,4.85,-10.32
1.97,0.47,-0.28,0.81,9.77,-1.15,-17.42
1.98,0.47,-0.27,0.83,8.63,-6.69,-24.85
1.99,0.46,-0.26,0.82,7.07,-8.90,-31.39
2.00,0.43,-0.25,0.81,2.82,-17.07,-34.12
2.01,0.43,-0.25,0.80,0.15,-20.53,-32.87
2.02,0.43,-0.25,0.81,-3.34,-17.76,-28.21
2.03,0.44,-0.27,0.81,-5.31,-12.18,-21.34
2.04,0.44,-0.29,0.83,-5.83,-6.23,-13.53
2.05,0.45,-0.30,0.83,-3.73,2.70,-5.31
2.06,0.45,-0.30,0.83,-1.21,12.37,1.95
2.07,0.46,-0.30,0.82,0.12,18.55,6.61
2.08,0.46,-0.29,0.80,2.52,21.28,8.92
2.09,0.45,-0.29,0.82,4.66,21.11,8.72
2.10,0.46,-0.28,0.84,5.47,15.05,7.36
2.11,0.50,-0.27,0.85,3.91,10.47,1.60
2.12,0.50,-0.27,0.84,2.60,6.69,-6.46
2.13,0.49,-0.27,0.84,3.71,2.09,-14.21
2.14,0.47,-0.27,0.82,3.30,-1.42,-18.92
2.15,0.47,-0.27,0.80,2.93,-0.27,-19.88
2.16,0.45,-0.27,0.81,1.15,1.73,-18.81
2.17,0.43,-0.28,0.80,-0.46,3.27,-15.24
2.18,0.43,-0.28,0.81,-2.63,4.17,-10.46
2.19,0.44,-0.29,0.82,-3.56,5.91,-6.60
2.20,0.43,-0.30,0.84,-3.45,4.44,-4.14
2.21,0.46,-0.30,0.86,-3.77,3.34,-3.59
2.22,0.48,-0.30,0.87,-3.27,3.42,-5.95
2.23,0.51,-0.31,0.90,-0.47,0.84,-11.21
2.24,0.48,-0.31,0.90,2.96,-3.33,-15.50
2.25,0.50,-0.32,0.90,7.25,-3.88,-18.37
