time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.01,-0.01,-0.15,1.03,-6.75,1.53,-7.25
0.02,-0.00,-0.15,1.03,-6.12,-0.64,-8.78
0.03,0.00,-0.15,1.03,-6.43,-3.39,-17.74
0.04,0.02,-0.16,1.04,-4.85,-3.54,-12.56
0.05,0.03,-0.16,1.04,-5.45,-4.81,-0.69
0.06,0.04,-0.16,1.05,-5.94,-5.48,-5.30
0.07,0.06,-0.16,1.04,-5.85,-4.61,-0.84
0.08,0.06,-0.16,1.04,-6.02,-3.80,-4.92
0.09,0.06,-0.15,1.02,-5.71,-4.26,-3.22
0.10,0.07,-0.15,1.03,-6.41,-3.94,-6.60
0.11,0.07,-0.15,1.03,-6.50,-3.68,0.69
0.12,0.08,-0.15,1.03,-7.85,-3.66,-7.92
0.13,0.07,-0.16,1.02,-7.07,-2.29,-16.99
0.14,0.07,-0.15,1.03,-7.40,-2.61,-4.20
0.15,0.08,-0.15,1.02,-8.18,-2.11,-0.03
0.16,0.07,-0.15,1.03,-7.80,-2.09,0.66
0.17,0.08,-0.16,1.02,-7.01,-0.60,-6.55
0.18,0.07,-0.16,1.03,-7.63,-0.70,-5.59
0.19,0.06,-0.16,1.03,-7.59,-0.43,-4.92
0.20,0.07,-0.16,1.03,-7.33,-0.67,-3.16
0.21,0.06,-0.16,1.02,-7.91,-0.79,-3.91
0.22,0.07,-0.16,1.02,-8.34,-0.24,-16.60
0.23,0.07,-0.16,1.02,-8.85,0.72,-17.22
0.24,0.07,-0.16,1.01,-10.05,0.82,-23.65
0.25,0.07,-0.17,1.03,-10.99,1.34,-3.80
0.26,0.07,-0.18,1.02,-10.56,0.26,-15.60
0.27,0.07,-0.18,1.04,-11.34,-1.07,3.66
0.28,0.06,-0.18,1.04,-10.49,0.08,-4.76
0.29,0.04,-0.19,1.05,-10.15,0.93,-10.76
0.30,0.01,-0.19,1.04,-10.32,1.82,-4.17
0.31,-0.02,-0.19,1.01,-11.95,2.79,-1.18
0.32,-0.04,-0.19,1.00,-13.76,3.15,-5.19
0.33,-0.05,-0.18,0.99,-13.77,1.11,-0.29
0.34,-0.06,-0.19,0.99,-15.73,-0.09,3.94
0.35,-0.07,-0.19,1.00,-15.34,-1.33,-2.11
0.36,-0.08,-0.19,1.00,-14.99,-3.85,3.08
0.37,-0.07,-0.18,0.99,-15.44,-5.86,-9.62
0.38,-0.05,-0.18,0.98,-16.75,-8.82,4.79
0.39,-0.02,-0.19,0.99,-16.87,-9.69,3.76
0.40,-0.01,-0.18,0.98,-18.46,-9.21,21.39
0.41,-0.01,-0.19,1.00,-18.63,-8.58,5.21
0.42,-0.02,-0.19,1.00,-19.86,-9.02,9.80
0.43,-0.02,-0.20,1.02,-21.15,-5.36,6.12
0.44,-0.04,-0.21,1.05,-21.74,-4.93,9.28
0.45,-0.06,-0.22,1.05,-20.99,-9.74,15.83
0.46,-0.07,-0.23,1.09,-19.50,-13.62,9.25
0.47,-0.12,-0.24,1.08,-20.15,-15.51,16.29
0.48,-0.02,-0.25,1.11,-20.06,-12.23,14.37
0.49,0.04,-0.26,1.20,-20.43,-5.39,15.19
0.50,0.06,-0.28,1.24,-19.28,6.09,10.89
0.51,-0.01,-0.28,1.24,-16.37,21.77,3.62
0.52,-0.08,-0.28,1.23,-16.29,28.67,6.46
0.53,-0.10,-0.27,1.17,-17.91,26.73,18.93
0.54,-0.10,-0.27,1.17,-18.02,27.21,12.61
0.55,-0.11,-0.26,1.18,-13.60,22.34,33.15
0.56,-0.11,-0.24,1.13,-9.05,16.61,22.00
0.57,-0.09,-0.25,1.06,-9.34,14.92,41.02
0.58,-0.07,-0.23,1.08,-8.96,11.25,34.32
0.59,-0.02,-0.21,1.08,-8.40,10.34,18.87
0.60,0.03,-0.21,1.15,-9.34,15.73,32.31
0.61,0.06,-0.20,1.12,-7.16,12.81,24.05
0.62,0.03,-0.19,1.11,-4.53,15.01,17.86
0.63,0.02,-0.19,1.12,-4.27,14.27,27.21
0.64,0.01,-0.17,1.12,-4.18,17.60,26.99
0.65,-0.02,-0.19,1.14,-2.34,15.42,24.24
0.66,-0.02,-0.17,1.16,0.27,15.40,32.40
0.67,-0.03,-0.17,1.17,0.47,10.44,26.53
0.68,-0.01,-0.18,1.18,-0.47,8.82,40.49
0.69,0.01,-0.18,1.20,0.17,5.05,37.95
0.70,0.03,-0.19,1.21,2.24,3.73,26.44
0.71,0.05,-0.18,1.21,6.27,-16.66,32.81
0.72,0.08,-0.16,1.18,4.56,-10.52,30.72
0.73,0.08,-0.16,1.16,4.58,-12.89,27.71
0.74,0.10,-0.16,1.17,1.77,-9.98,29.37
0.75,0.12,-0.13,1.26,2.29,-5.25,27.66
0.76,0.16,-0.20,1.32,7.04,-1.47,15.94
0.77,0.14,-0.20,1.32,16.55,-2.15,26.05
0.78,0.13,-0.19,1.31,19.18,2.96,28.56
0.79,0.10,-0.18,1.30,20.31,5.97,14.27
0.80,0.11,-0.18,1.27,22.29,9.79,19.94
0.81,0.09,-0.17,1.23,22.85,10.05,18.24
0.82,0.08,-0.15,1.23,25.53,9.27,14.34
0.83,0.07,-0.14,1.23,26.99,3.22,12.55
0.84,0.09,-0.13,1.19,28.53,1.88,17.10
0.85,0.11,-0.13,1.19,27.74,2.93,9.50
0.86,0.15,-0.14,1.18,29.18,11.34,18.66
0.87,0.13,-0.14,1.16,27.07,15.57,11.80
0.88,0.09,-0.14,1.14,24.26,18.75,6.53
0.89,0.06,-0.13,1.12,22.26,16.82,9.07
0.90,0.05,-0.11,1.12,21.76,10.50,9.71
0.91,0.04,-0.10,1.06,20.95,1.19,17.95
0.92,0.04,-0.12,1.08,21.83,-12.02,11.97
0.93,0.05,-0.10,1.07,22.38,-20.58,8.99
0.94,0.05,-0.07,1.10,18.52,-22.69,3.95
0.95,0.15,-0.07,1.17,15.94,-9.80,5.83
0.96,0.11,-0.15,1.32,29.59,-2.89,7.69
0.97,0.12,-0.14,1.24,30.66,8.12,3.54
0.98,0.08,-0.16,1.23,35.34,11.19,5.62
0.99,0.07,-0.13,1.21,35.57,15.47,5.40
1.00,0.02,-0.11,1.16,29.68,13.07,8.73
1.01,-0.01,-0.13,1.14,26.12,15.91,14.29
1.02,-0.02,-0.12,1.12,24.12,1.48,0.69
1.03,-0.02,-0.11,1.15,24.06,-11.33,7.16
1.04,-0.03,-0.12,1.24,30.56,-15.19,17.24
1.05,0.04,-0.11,1.21,39.71,-22.20,7.02
1.06,0.07,-0.09,1.11,45.44,-27.50,-6.37
1.07,0.07,-0.07,1.05,45.85,-26.49,-3.07
1.08,0.02,-0.06,1.04,46.09,-34.02,-0.38
1.09,0.01,-0.06,0.99,48.47,-40.64,5.45
