time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.00,0.21,-0.25,0.93,1.16,-2.31,-0.11
0.01,0.22,-0.24,0.93,3.08,-1.19,2.08
0.02,0.22,-0.23,0.92,3.91,-0.05,2.40
0.03,0.21,-0.21,0.93,4.50,-1.15,3.24
0.04,0.21,-0.20,0.93,4.43,-2.03,3.82
0.05,0.22,-0.20,0.92,3.48,-2.78,4.46
0.06,0.23,-0.20,0.91,2.11,-3.74,5.16
0.07,0.25,-0.22,0.91,0.63,-3.42,5.25
0.08,0.25,-0.24,0.91,-0.05,-3.48,4.95
0.09,0.26,-0.26,0.92,-0.08,-3.97,4.76
0.10,0.26,-0.28,0.94,0.84,-4.27,4.41
0.11,0.28,-0.27,0.94,2.78,-2.99,4.67
0.12,0.29,-0.26,0.93,5.73,-2.98,5.11
0.13,0.30,-0.25,0.91,7.18,-0.84,4.63
0.14,0.30,-0.24,0.92,7.56,-1.15,3.95
0.15,0.29,-0.24,0.92,7.73,-2.38,2.84
0.16,0.28,-0.25,0.91,7.08,-2.75,2.18
0.17,0.29,-0.24,0.90,6.15,-2.20,1.69
0.18,0.28,-0.24,0.90,5.50,-2.29,1.89
0.19,0.28,-0.23,0.88,5.45,-1.73,2.63
0.20,0.30,-0.22,0.87,4.09,-1.13,2.15
0.21,0.28,-0.23,0.88,2.64,-2.27,1.98
0.22,0.26,-0.22,0.90,3.22,-1.86,3.16
0.23,0.27,-0.23,0.90,3.73,-0.12,3.59
0.24,0.26,-0.22,0.91,4.89,1.63,3.91
0.25,0.26,-0.22,0.92,5.48,2.06,4.27
0.26,0.25,-0.22,0.93,5.76,-0.15,4.26
0.27,0.25,-0.22,0.93,5.19,-1.62,3.37
0.28,0.26,-0.23,0.93,4.85,-2.37,3.05
0.29,0.24,-0.24,0.92,4.31,-2.87,2.44
0.30,0.23,-0.23,0.93,3.88,-3.22,3.73
0.31,0.22,-0.23,0.93,4.75,-2.89,5.50
0.32,0.23,-0.22,0.92,5.92,-1.65,7.51
0.33,0.22,-0.22,0.94,6.03,-1.10,8.44
0.34,0.21,-0.19,0.93,5.68,-2.64,10.26
0.35,0.22,-0.19,0.93,4.96,-3.47,10.85
0.36,0.24,-0.19,0.94,4.98,-5.28,10.60
0.37,0.25,-0.20,0.92,4.52,-5.91,10.15
0.38,0.26,-0.22,0.92,4.69,-5.91,8.63
